Season,DayNum,WName,WTeamID,WScore,LName,LTeamID,LScore,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2011,134,UNC Asheville,1421,81,Ark Little Rock,1114,77,1,27,54,4,12,23,28,6,29,17,15,6,1,25,24,56,9,29,20,26,7,26,19,16,6,2,24
2011,135,UT San Antonio,1427,70,Alabama St,1106,61,0,23,54,4,16,20,30,10,30,14,13,4,0,14,22,62,7,26,10,12,11,28,13,12,6,3,22
2011,135,VCU,1433,59,USC,1425,46,0,20,59,9,24,10,15,17,23,11,9,5,3,24,15,38,1,9,15,25,5,26,4,15,2,6,20
2011,136,Butler,1139,60,Old Dominion,1330,58,0,22,54,7,26,9,11,18,14,11,15,8,1,21,16,45,5,15,21,27,13,16,8,15,9,2,17
2011,136,BYU,1140,74,Wofford,1459,66,0,24,61,6,22,20,24,10,29,14,10,9,1,22,22,56,4,19,18,24,7,29,12,13,4,4,20
2011,136,Cincinnati,1153,78,Missouri,1281,63,0,29,54,4,11,16,22,13,23,14,11,3,2,15,24,63,6,19,9,13,15,16,15,9,7,3,18
2011,136,Connecticut,1163,81,Bucknell,1137,52,0,32,66,9,24,8,9,13,36,20,6,5,6,13,16,51,7,21,13,15,1,22,6,5,3,1,10
2011,136,Florida,1196,79,UC Santa Barbara,1364,51,0,29,53,8,23,13,17,9,26,22,12,11,2,15,17,47,5,19,12,18,8,18,8,17,7,3,17
2011,136,Gonzaga,1211,86,St John's,1385,71,0,28,52,9,15,21,26,12,31,20,15,6,2,15,27,58,7,15,10,15,5,15,9,10,10,4,22
2011,136,Kansas St,1243,73,Utah St,1429,68,0,22,54,5,17,24,28,12,21,14,11,2,1,17,23,50,6,18,16,21,8,21,10,12,2,2,25
2011,136,Kentucky,1246,59,Princeton,1343,57,0,24,47,5,11,6,11,6,20,12,9,5,7,8,24,52,3,14,6,7,8,20,8,6,8,2,11
2011,136,Morehead St,1287,62,Louisville,1257,61,0,21,57,9,19,11,18,17,24,11,18,12,1,13,22,48,10,25,7,16,6,23,14,16,14,7,18
2011,136,Pittsburgh,1338,74,UNC Asheville,1421,51,0,25,59,8,19,16,25,22,28,18,12,4,1,16,17,55,3,19,14,19,9,18,9,10,7,6,21
2011,136,Richmond,1350,69,Vanderbilt,1435,66,0,26,56,12,24,5,12,10,17,14,3,4,9,18,23,46,6,13,14,23,11,25,12,7,1,2,14
2011,136,San Diego St,1361,68,N Colorado,1294,50,0,27,66,9,22,5,8,15,30,11,4,5,5,8,19,56,8,22,4,8,9,24,8,9,2,0,7
2011,136,Temple,1396,66,Penn St,1336,64,0,24,49,5,18,13,15,8,20,10,10,6,5,13,26,54,8,19,4,6,8,18,12,9,4,0,13
2011,136,UCLA,1417,78,Michigan St,1277,76,0,22,48,4,11,30,47,13,26,13,16,7,8,20,25,62,10,25,16,21,15,21,20,16,9,8,28
2011,136,West Virginia,1452,84,Clemson,1155,76,0,27,55,5,13,25,31,14,23,15,11,6,1,21,25,58,5,21,21,26,13,18,15,9,5,3,24
2011,136,Wisconsin,1458,72,Belmont,1125,58,0,20,40,12,22,20,25,6,27,13,13,3,2,17,18,49,6,22,16,22,6,16,12,7,7,0,21
2011,137,Arizona,1112,77,Memphis,1272,75,0,23,50,5,19,26,31,8,21,11,14,8,2,21,26,53,6,15,17,24,10,23,16,15,7,1,24
2011,137,Duke,1181,87,Hampton,1214,45,0,32,60,9,19,14,16,9,29,17,9,9,4,11,19,55,4,14,3,7,9,20,4,17,2,1,17
2011,137,Florida St,1199,57,Texas A&M,1401,50,0,20,43,4,15,13,20,6,29,14,13,6,10,17,16,51,9,25,9,19,12,21,12,11,6,1,19
2011,137,George Mason,1206,61,Villanova,1437,57,0,21,52,4,14,15,24,12,24,12,9,3,1,15,19,52,7,22,12,17,10,25,10,9,5,5,19
2011,137,Illinois,1228,73,UNLV,1424,62,0,28,47,7,13,10,14,5,28,21,15,3,2,17,21,54,7,24,13,19,8,17,10,9,8,0,16
2011,137,Kansas,1242,72,Boston Univ,1131,53,0,29,57,9,20,5,8,11,29,19,14,5,1,13,18,51,9,25,8,12,6,19,10,12,6,3,16
2011,137,Marquette,1266,66,Xavier,1462,55,0,24,45,5,12,13,19,5,21,13,15,6,2,18,21,51,2,13,11,15,11,19,11,15,3,2,19
2011,137,Michigan,1276,75,Tennessee,1397,45,0,33,64,9,26,0,1,12,24,20,11,5,2,17,15,43,3,18,12,16,6,20,10,18,4,5,13
2011,137,North Carolina,1314,102,LIU Brooklyn,1254,87,0,34,67,3,17,31,42,12,42,21,18,3,10,19,31,85,8,31,17,25,16,23,19,14,11,1,28
2011,137,Notre Dame,1323,69,Akron,1103,56,0,21,47,7,17,20,26,6,35,16,14,5,5,11,23,64,7,21,3,6,8,24,10,8,6,4,21
2011,137,Ohio St,1326,75,UT San Antonio,1427,46,0,29,52,12,24,5,8,11,24,26,13,5,3,9,18,53,4,17,6,7,11,15,6,13,7,0,13
2011,137,Purdue,1345,65,St Peter's,1389,43,0,23,54,5,15,14,17,14,33,12,16,7,3,13,17,58,5,21,4,6,9,19,9,14,10,2,19
2011,137,Syracuse,1393,77,Indiana St,1232,60,0,23,44,7,16,24,31,9,26,17,15,8,4,16,22,55,7,21,9,14,10,15,13,14,7,1,24
2011,137,Texas,1400,85,Oakland,1324,81,0,30,63,4,9,21,26,15,27,14,10,4,9,14,33,75,7,29,8,11,17,21,12,7,7,3,17
2011,137,VCU,1433,74,Georgetown,1207,56,0,18,44,12,25,26,39,8,22,14,6,7,4,16,20,52,5,26,11,13,12,24,12,17,3,1,26
2011,137,Washington,1449,68,Georgia,1208,65,0,26,60,4,18,12,14,11,18,10,5,6,1,19,23,50,5,12,14,19,11,25,9,15,3,1,13
2011,138,Butler,1139,71,Pittsburgh,1338,70,0,24,52,12,27,11,14,5,17,12,6,2,2,18,26,46,6,11,12,18,7,26,21,12,2,0,18
2011,138,BYU,1140,89,Gonzaga,1211,67,0,31,59,14,28,13,15,4,23,17,8,10,6,19,24,57,2,9,17,21,12,24,18,15,4,5,19
2011,138,Connecticut,1163,69,Cincinnati,1153,58,0,19,44,6,16,25,30,9,26,10,9,3,3,13,22,55,4,14,10,14,9,16,12,8,5,2,19
2011,138,Florida,1196,73,UCLA,1417,65,0,27,54,6,14,13,17,8,24,13,8,2,4,18,23,55,3,13,16,25,14,21,12,8,4,5,14
2011,138,Kentucky,1246,71,West Virginia,1452,63,0,24,50,6,18,17,24,9,25,12,10,1,6,19,22,53,7,19,12,16,9,21,9,11,5,2,23
2011,138,Richmond,1350,65,Morehead St,1287,48,0,26,55,4,16,9,13,10,22,18,6,5,4,12,18,48,2,14,10,15,12,22,7,9,4,3,16
2011,138,San Diego St,1361,71,Temple,1396,64,2,28,65,6,11,9,9,13,29,13,13,6,6,14,25,66,6,14,8,11,13,22,13,11,3,1,15
2011,138,Wisconsin,1458,70,Kansas St,1243,65,0,21,50,9,20,19,23,10,20,12,5,4,2,18,22,48,6,12,15,22,10,22,7,8,3,0,22
2011,139,Arizona,1112,70,Texas,1400,69,0,24,54,8,14,14,22,11,21,17,12,8,2,20,24,53,3,11,18,22,10,23,13,13,5,7,17
2011,139,Duke,1181,73,Michigan,1276,71,0,25,49,5,20,18,25,10,23,12,11,1,2,18,27,53,7,21,10,11,4,18,13,7,7,0,23
2011,139,Florida St,1199,71,Notre Dame,1323,57,0,22,48,9,19,18,25,9,31,15,12,2,9,18,19,62,7,30,12,19,15,23,12,8,4,5,25
2011,139,Kansas,1242,73,Illinois,1228,59,0,27,52,4,12,15,20,7,29,17,12,5,2,11,23,60,6,21,7,9,10,21,16,12,7,2,18
2011,139,Marquette,1266,66,Syracuse,1393,62,0,21,51,5,11,19,23,12,18,15,14,11,1,13,26,47,5,15,5,7,4,20,11,18,7,2,21
2011,139,North Carolina,1314,86,Washington,1449,83,0,31,66,6,12,18,23,12,25,18,9,7,5,9,33,72,10,19,7,7,14,26,17,13,6,2,20
2011,139,Ohio St,1326,98,George Mason,1206,66,0,36,59,16,26,10,18,11,22,23,9,8,1,11,26,60,8,18,6,7,13,16,13,17,5,3,17
2011,139,VCU,1433,94,Purdue,1345,76,0,37,65,8,21,12,14,9,26,26,4,4,2,13,30,67,8,25,8,11,13,20,20,7,3,6,15
2011,143,Arizona,1112,93,Duke,1181,77,0,34,63,9,15,16,21,16,24,15,12,7,3,21,27,58,5,14,18,22,9,18,10,11,5,6,20
2011,143,Butler,1139,61,Wisconsin,1458,54,0,19,45,5,18,18,26,10,27,7,14,8,2,19,17,56,7,29,13,19,12,19,9,11,7,3,20
2011,143,Connecticut,1163,74,San Diego St,1361,67,0,27,57,8,16,12,16,9,26,13,9,5,3,16,27,64,7,22,6,13,15,22,14,9,4,1,14
2011,143,Florida,1196,83,BYU,1140,74,1,31,65,11,34,10,22,10,35,23,15,8,5,12,25,71,10,37,14,16,12,30,13,12,11,1,19
2011,144,Kansas,1242,77,Richmond,1350,57,0,30,63,9,19,8,10,15,28,20,9,7,3,14,22,65,4,26,9,12,16,19,7,11,3,2,10
2011,144,Kentucky,1246,62,Ohio St,1326,60,0,22,48,6,17,12,14,7,25,11,11,3,11,18,19,58,6,16,16,22,16,20,7,7,6,1,14
2011,144,North Carolina,1314,81,Marquette,1266,63,0,31,74,5,16,14,21,22,26,15,7,11,8,16,23,63,2,16,15,20,18,24,8,18,4,8,17
2011,144,VCU,1433,72,Florida St,1199,71,1,24,53,12,26,12,20,7,25,18,17,12,1,20,26,71,7,19,12,18,21,26,7,16,8,6,19
2011,145,Butler,1139,74,Florida,1196,71,1,24,60,9,33,17,27,16,25,8,10,2,1,20,25,57,3,14,18,22,8,26,10,7,6,3,24
2011,145,Connecticut,1163,65,Arizona,1112,63,0,23,56,5,17,14,18,11,20,10,5,5,6,15,24,61,4,21,11,16,19,23,14,9,3,1,12
2011,146,Kentucky,1246,76,North Carolina,1314,69,0,27,56,12,22,10,16,9,25,16,14,10,5,13,27,62,3,16,12,15,11,25,13,13,9,5,17
2011,146,VCU,1433,71,Kansas,1242,61,0,21,53,12,25,17,22,9,26,14,13,7,1,18,22,62,2,21,15,28,19,26,10,14,8,6,20
2011,152,Butler,1139,70,VCU,1433,62,0,21,59,8,23,20,26,16,32,8,9,5,2,16,23,58,8,22,8,13,6,26,17,10,3,4,24
2011,152,Connecticut,1163,56,Kentucky,1246,55,0,23,49,1,12,9,11,6,32,16,15,5,3,13,21,62,9,27,4,12,15,22,12,10,11,3,12
2011,154,Connecticut,1163,53,Butler,1139,41,0,19,55,1,11,14,16,17,36,6,11,4,10,15,12,64,9,33,8,14,20,21,5,6,8,2,17
2012,134,BYU,1140,78,Iona,1233,72,0,30,62,7,20,11,20,10,33,21,20,9,7,14,31,70,6,25,4,8,8,28,19,18,10,3,19
2012,134,WKU,1443,59,MS Valley St,1290,58,0,19,62,2,16,19,33,26,34,10,28,7,9,18,22,61,4,22,10,22,10,22,12,17,11,8,24
2012,135,South Florida,1378,65,California,1143,54,0,28,49,5,15,4,8,5,27,15,11,3,4,14,21,58,3,14,9,14,12,19,10,7,1,2,14
2012,135,Vermont,1436,71,Lamar,1249,59,0,25,50,4,11,17,24,9,25,16,5,3,3,19,20,60,4,13,15,21,19,21,6,7,3,2,17
2012,136,Baylor,1124,68,S Dakota St,1355,60,0,23,52,8,20,14,20,12,23,9,12,6,2,16,21,50,10,30,8,14,7,16,16,13,7,1,17
2012,136,Colorado,1160,68,UNLV,1424,64,0,22,48,7,12,17,27,9,37,12,23,4,3,18,23,71,9,36,9,17,12,21,13,8,14,8,22
2012,136,Gonzaga,1211,77,West Virginia,1452,54,0,28,50,9,17,12,16,6,25,15,10,9,2,25,16,49,3,17,19,28,12,19,10,10,2,3,17
2012,136,Indiana,1231,79,New Mexico St,1308,66,0,32,54,7,13,8,10,7,14,15,12,12,0,12,27,49,4,12,8,10,7,16,7,17,5,6,13
2012,136,Iowa St,1235,77,Connecticut,1163,64,0,26,54,6,16,19,20,12,29,10,11,2,4,15,21,56,7,19,15,22,8,16,8,4,7,5,17
2012,136,Kansas St,1243,70,Southern Miss,1379,64,0,21,42,2,12,26,34,5,26,12,11,4,7,18,22,60,8,23,12,17,13,21,8,10,8,0,25
2012,136,Kentucky,1246,81,WKU,1443,66,0,30,54,3,10,18,25,9,30,14,12,2,9,14,25,63,6,15,10,16,10,20,10,10,6,2,19
2012,136,Louisville,1257,69,Davidson,1172,62,0,21,52,1,5,26,36,13,27,8,10,5,4,19,21,60,4,19,16,23,13,23,12,10,4,6,23
2012,136,Marquette,1266,88,BYU,1140,68,0,30,66,9,20,19,26,16,32,19,16,7,3,20,23,61,7,19,15,22,9,25,16,17,8,6,22
2012,136,Murray St,1293,58,Colorado St,1161,41,0,20,51,5,17,13,26,10,22,9,8,9,5,8,16,48,3,14,6,9,12,28,7,22,6,1,22
2012,136,New Mexico,1307,75,Long Beach St,1253,68,0,25,50,7,21,18,24,7,24,19,14,6,7,16,28,65,4,16,8,14,16,20,13,15,6,2,19
2012,136,Ohio St,1326,78,Loyola MD,1259,59,0,26,58,5,14,21,26,16,33,11,18,6,8,19,19,54,4,14,17,22,5,19,9,12,6,8,24
2012,136,Syracuse,1393,72,UNC Asheville,1421,65,0,25,56,5,23,17,24,15,18,16,9,5,5,15,21,49,9,23,14,16,10,22,17,12,3,0,22
2012,136,VCU,1433,62,Wichita St,1455,59,0,25,59,6,23,6,9,10,27,9,11,8,3,12,24,62,5,16,6,10,12,24,13,12,8,4,12
2012,136,Vanderbilt,1435,79,Harvard,1217,70,0,25,46,8,18,21,30,10,25,13,16,8,5,18,25,56,9,24,11,14,8,17,14,10,4,0,21
2012,136,Wisconsin,1458,73,Montana,1285,49,0,23,48,10,19,17,19,11,26,15,10,3,8,15,18,47,3,9,10,15,5,16,8,8,8,2,16
2012,137,Cincinnati,1153,65,Texas,1400,59,0,27,59,3,16,8,16,12,28,17,9,4,4,16,20,57,7,20,12,14,10,24,11,11,6,5,15
2012,137,Creighton,1166,58,Alabama,1104,57,0,22,50,9,21,5,13,7,24,14,7,4,3,11,22,48,7,17,6,12,6,26,9,9,5,4,18
2012,137,Florida,1196,71,Virginia,1438,45,0,28,53,4,23,11,17,9,30,11,12,6,0,10,18,47,3,18,6,10,2,21,12,13,5,1,15
2012,137,Florida St,1199,66,St Bonaventure,1382,63,0,24,53,7,19,11,14,9,22,13,11,9,9,14,23,57,7,14,10,13,14,23,16,13,9,3,16
2012,137,Georgetown,1207,74,Belmont,1125,59,0,30,49,5,12,9,13,7,25,14,12,2,3,10,21,54,10,27,7,11,10,14,16,9,3,0,15
2012,137,Kansas,1242,65,Detroit,1178,50,0,23,50,5,16,14,23,7,33,12,14,6,5,17,20,63,3,17,7,14,16,25,9,14,9,3,21
2012,137,Lehigh,1250,75,Duke,1181,70,0,22,52,6,18,25,37,9,25,12,8,7,1,22,24,58,6,26,16,23,13,29,12,13,4,3,26
2012,137,Michigan St,1277,89,LIU Brooklyn,1254,67,0,40,68,3,9,6,9,15,28,21,12,6,0,17,22,50,8,17,15,23,4,16,10,12,6,4,10
2012,137,NC State,1301,79,San Diego St,1361,65,0,31,53,3,9,14,21,6,32,13,10,3,3,13,23,61,8,23,11,14,8,21,9,9,3,2,17
2012,137,Norfolk St,1313,86,Missouri,1281,84,0,32,59,10,19,12,18,14,23,14,11,2,3,20,29,55,13,29,13,17,7,18,15,8,6,1,19
2012,137,North Carolina,1314,77,Vermont,1436,58,0,27,65,5,18,18,24,15,22,14,11,14,6,10,25,63,3,18,5,8,16,26,8,20,6,2,19
2012,137,Ohio,1325,65,Michigan,1276,60,0,22,43,6,16,15,17,4,22,13,9,6,2,12,22,54,7,23,9,11,11,18,11,10,2,0,16
2012,137,Purdue,1345,72,St Mary's CA,1388,69,0,26,57,5,16,15,18,7,25,7,10,7,2,17,27,64,4,25,11,13,12,27,11,11,3,3,18
2012,137,South Florida,1378,58,Temple,1396,44,0,17,50,8,17,16,21,14,23,7,12,10,1,16,15,42,2,12,12,16,6,22,9,13,6,5,19
2012,137,St Louis,1387,61,Memphis,1272,54,0,21,46,5,13,14,18,8,26,7,17,6,1,12,21,54,2,15,10,17,10,19,4,11,8,3,17
2012,137,Xavier,1462,67,Notre Dame,1323,63,0,22,44,5,10,18,27,10,20,11,10,6,1,14,25,49,9,21,4,9,6,15,19,11,6,1,16
2012,138,Baylor,1124,80,Colorado,1160,63,0,28,64,11,20,13,18,17,24,15,11,9,4,12,23,51,5,15,12,18,7,21,13,13,6,3,16
2012,138,Indiana,1231,63,VCU,1433,61,0,24,46,6,13,9,11,8,28,13,22,6,2,13,23,57,9,30,6,13,8,15,8,11,10,3,16
2012,138,Kentucky,1246,87,Iowa St,1235,71,0,31,56,10,20,15,22,12,28,19,11,2,5,19,25,61,3,22,18,25,12,19,7,7,6,2,18
2012,138,Louisville,1257,59,New Mexico,1307,56,0,22,48,7,15,8,12,7,18,9,11,9,5,14,23,58,5,23,5,8,17,19,13,13,5,2,12
2012,138,Marquette,1266,62,Murray St,1293,53,0,21,55,4,15,16,21,5,31,11,12,7,4,11,20,64,4,21,9,10,13,30,7,16,6,4,18
2012,138,Ohio St,1326,73,Gonzaga,1211,66,0,25,53,9,24,14,18,9,22,13,11,6,4,17,22,56,8,23,14,19,13,21,14,9,3,1,19
2012,138,Syracuse,1393,75,Kansas St,1243,59,0,23,45,6,9,23,29,9,23,13,14,6,8,18,21,67,4,17,13,19,25,16,8,14,5,0,20
2012,138,Wisconsin,1458,60,Vanderbilt,1435,57,0,23,55,10,33,4,8,10,20,13,8,4,1,16,20,46,5,19,12,16,9,26,8,12,4,3,17
2012,139,Cincinnati,1153,62,Florida St,1199,56,0,19,50,5,15,19,23,10,23,13,15,13,5,18,19,50,6,17,12,15,10,21,11,17,5,8,20
2012,139,Florida,1196,84,Norfolk St,1313,50,0,28,53,10,28,18,25,13,35,13,13,4,4,12,18,66,4,24,10,13,14,17,9,8,3,3,21
2012,139,Kansas,1242,63,Purdue,1345,60,0,21,62,6,24,15,23,21,23,10,7,6,4,18,20,50,8,18,12,19,12,24,11,10,3,1,16
2012,139,Michigan St,1277,65,St Louis,1387,61,0,25,46,4,10,11,17,5,27,12,11,2,1,19,18,51,7,25,18,23,8,20,9,6,5,1,16
2012,139,NC State,1301,66,Georgetown,1207,63,0,20,54,7,15,19,31,17,24,11,10,4,3,14,21,51,8,25,13,17,8,25,13,12,5,4,23
2012,139,North Carolina,1314,87,Creighton,1166,73,0,33,65,8,16,13,19,11,33,16,9,4,9,8,28,68,8,20,9,12,9,26,11,9,7,3,18
2012,139,Ohio,1325,62,South Florida,1378,56,0,17,43,9,18,19,25,7,18,10,9,9,1,19,20,46,2,15,14,19,10,23,10,10,5,6,16
2012,139,Xavier,1462,70,Lehigh,1250,58,0,24,54,7,15,15,21,12,31,8,14,2,6,15,21,64,3,22,13,20,15,21,4,8,6,5,20
2012,143,Florida,1196,68,Marquette,1266,58,0,24,59,7,27,13,15,10,32,15,11,5,9,15,20,65,6,21,12,18,15,26,11,9,8,3,17
2012,143,Louisville,1257,57,Michigan St,1277,44,0,21,55,9,23,6,11,11,28,15,10,9,7,11,14,49,5,21,11,12,8,28,12,15,8,7,15
2012,143,Ohio St,1326,81,Cincinnati,1153,66,0,27,56,8,17,19,27,12,23,14,11,13,1,11,26,56,9,23,5,8,8,21,8,18,5,5,21
2012,143,Syracuse,1393,64,Wisconsin,1458,63,0,27,49,5,9,5,9,7,19,5,6,4,1,13,21,49,14,27,7,12,8,17,15,6,2,2,12
2012,144,Baylor,1124,75,Xavier,1462,70,0,29,57,5,15,12,14,10,25,21,13,7,3,17,24,56,3,15,19,24,11,18,10,10,7,4,15
2012,144,Kansas,1242,60,NC State,1301,57,0,24,64,1,14,11,20,20,30,13,14,9,11,14,19,67,6,21,13,17,21,26,10,14,7,6,17
2012,144,Kentucky,1246,102,Indiana,1231,90,0,31,64,5,10,35,37,15,24,12,6,3,4,18,36,69,5,18,13,17,12,19,16,8,3,2,27
2012,144,North Carolina,1314,73,Ohio,1325,65,1,26,65,7,22,14,24,22,41,18,24,4,8,13,23,71,12,32,7,8,7,23,17,13,13,3,22
2012,145,Louisville,1257,72,Florida,1196,68,0,27,60,6,16,12,15,8,22,11,6,6,3,21,24,48,8,20,12,18,6,26,17,14,4,3,15
2012,145,Ohio St,1326,77,Syracuse,1393,70,0,21,51,4,13,31,42,14,25,10,12,4,3,20,22,53,6,16,20,25,8,18,9,12,6,7,29
2012,146,Kansas,1242,80,North Carolina,1314,67,0,29,63,4,14,18,24,11,30,14,8,9,3,16,28,64,2,17,9,12,8,27,18,10,5,6,17
2012,146,Kentucky,1246,82,Baylor,1124,70,0,24,45,4,9,30,44,8,24,15,13,9,9,19,25,64,4,14,16,19,16,18,15,14,5,5,32
2012,152,Kansas,1242,64,Ohio St,1326,62,0,25,56,3,11,11,14,12,30,14,17,5,8,15,20,59,8,22,14,15,10,20,11,12,7,7,17
2012,152,Kentucky,1246,69,Louisville,1257,61,0,28,49,2,7,11,20,6,27,9,14,7,7,14,24,69,4,11,9,13,19,21,7,12,5,4,16
2012,154,Kentucky,1246,67,Kansas,1242,59,0,23,56,6,14,15,21,12,31,12,11,4,11,15,22,62,5,11,10,15,11,24,9,9,6,5,16
2013,134,NC A&T,1299,73,Liberty,1251,72,0,27,52,8,18,11,19,6,27,10,8,6,4,19,23,54,10,23,16,18,6,24,15,10,4,3,17
2013,134,St Mary's CA,1388,67,MTSU,1292,54,0,21,46,8,14,17,25,8,25,9,7,3,0,15,22,52,4,12,6,7,6,22,14,9,4,3,20
2013,135,James Madison,1241,68,LIU Brooklyn,1254,55,0,26,56,8,23,8,12,14,25,17,11,3,10,16,21,59,3,16,10,14,16,19,11,11,7,1,12
2013,135,La Salle,1247,80,Boise St,1129,71,0,31,49,11,21,7,12,3,19,16,10,4,1,16,26,53,7,18,12,18,11,18,14,10,3,1,13
2013,136,Arizona,1112,81,Belmont,1125,64,0,29,51,9,17,14,20,12,32,13,16,2,5,21,20,51,8,27,16,23,4,14,7,8,7,0,20
2013,136,Butler,1139,68,Bucknell,1137,56,0,20,55,3,17,25,28,10,31,8,5,6,3,12,23,62,5,16,5,8,9,28,13,9,0,4,20
2013,136,California,1143,64,UNLV,1424,61,0,26,59,5,11,7,16,8,33,18,11,7,5,19,19,59,6,20,17,26,12,30,11,12,3,6,20
2013,136,Colorado St,1161,84,Missouri,1281,72,0,25,51,7,14,27,33,12,30,10,14,1,3,17,24,57,7,23,17,19,3,16,13,5,6,3,24
2013,136,Gonzaga,1211,64,Southern Univ,1380,58,0,23,55,8,20,10,15,11,29,14,10,6,0,16,18,46,10,23,12,18,3,24,10,10,4,8,12
2013,136,Harvard,1217,68,New Mexico,1307,62,0,22,42,8,18,16,20,3,23,11,13,3,3,20,21,56,3,14,17,24,16,18,8,11,12,1,17
2013,136,Louisville,1257,79,NC A&T,1299,48,0,31,54,4,16,13,22,12,19,14,16,20,2,13,17,41,6,16,8,10,5,15,7,27,8,0,18
2013,136,Marquette,1266,59,Davidson,1172,58,0,20,58,4,15,15,19,17,24,5,9,5,4,20,19,46,6,17,14,22,7,22,12,11,2,4,17
2013,136,Memphis,1272,54,St Mary's CA,1388,52,0,20,49,5,15,9,18,10,25,12,15,9,12,18,19,58,3,15,11,14,15,24,9,13,4,0,19
2013,136,Michigan,1276,71,S Dakota St,1355,56,0,28,55,9,20,6,9,8,21,12,9,6,3,8,23,52,4,19,6,8,8,21,13,12,3,0,10
2013,136,Michigan St,1277,65,Valparaiso,1434,54,0,26,58,6,15,7,11,20,29,16,17,6,3,16,19,54,7,25,9,14,8,15,10,7,12,5,12
2013,136,Oregon,1332,68,Oklahoma St,1329,55,0,23,59,8,22,14,21,14,30,12,18,8,3,19,21,52,5,17,8,15,6,26,12,14,8,3,23
2013,136,St Louis,1387,64,New Mexico St,1308,44,0,25,54,4,11,10,14,10,23,17,10,10,3,15,17,61,2,16,8,13,21,21,10,16,9,7,12
2013,136,Syracuse,1393,81,Montana,1285,34,0,27,52,5,11,22,31,8,32,21,8,12,5,8,11,54,4,31,8,12,11,22,5,17,5,6,22
2013,136,VCU,1433,88,Akron,1103,42,0,35,65,8,16,10,14,13,23,15,7,11,0,17,15,43,1,13,11,19,9,20,5,22,2,6,12
2013,136,Wichita St,1455,73,Pittsburgh,1338,55,0,19,49,2,20,33,41,11,26,11,11,10,1,20,19,54,1,17,16,20,11,21,8,15,5,5,27
2013,137,Creighton,1166,67,Cincinnati,1153,63,0,19,42,7,15,22,25,7,25,16,16,2,2,11,27,64,5,20,4,9,14,17,12,9,9,4,21
2013,137,Duke,1181,73,SUNY Albany,1107,61,0,27,46,4,11,15,21,5,23,17,11,9,3,18,19,52,9,15,14,16,10,16,14,13,7,2,19
2013,137,FGCU,1195,78,Georgetown,1207,68,0,21,49,6,15,30,44,7,32,15,13,5,3,18,24,64,7,27,13,20,11,28,15,14,6,4,33
2013,137,Florida,1196,79,Northwestern LA,1322,47,0,29,61,7,21,14,23,16,27,13,8,10,2,12,18,50,3,16,8,11,6,20,9,15,2,3,19
2013,137,Illinois,1228,57,Colorado,1160,49,0,16,52,8,31,17,24,11,26,10,12,8,4,12,17,51,5,19,10,13,8,28,7,15,5,5,20
2013,137,Indiana,1231,83,James Madison,1241,62,0,29,55,9,23,16,21,12,26,17,9,3,3,8,26,62,8,20,2,4,11,17,7,10,1,3,21
2013,137,Iowa St,1235,76,Notre Dame,1323,58,0,29,59,9,21,9,12,5,22,19,6,4,1,13,22,51,4,17,10,13,9,26,9,17,2,2,11
2013,137,Kansas,1242,64,WKU,1443,57,0,20,42,0,6,24,30,4,31,11,17,4,9,15,21,66,3,20,12,18,18,23,8,10,9,0,24
2013,137,La Salle,1247,63,Kansas St,1243,61,0,21,49,7,18,14,16,8,22,12,8,4,5,13,24,57,4,13,9,17,15,21,12,9,6,7,14
2013,137,Miami FL,1274,78,Pacific,1334,49,0,24,52,12,22,18,21,10,31,12,11,7,4,14,18,54,9,26,4,11,10,18,9,14,2,1,16
2013,137,Minnesota,1278,83,UCLA,1417,63,0,31,61,9,16,12,19,11,25,19,11,7,3,19,20,63,4,22,19,25,19,23,10,15,5,2,19
2013,137,Mississippi,1279,57,Wisconsin,1458,46,0,22,57,3,15,10,16,12,31,8,10,6,6,12,15,59,7,30,9,13,15,25,10,11,7,7,16
2013,137,North Carolina,1314,78,Villanova,1437,71,0,24,49,11,21,19,27,6,22,18,17,10,2,14,27,61,4,21,13,19,15,22,6,16,9,2,22
2013,137,Ohio St,1326,95,Iona,1233,70,0,34,71,7,15,20,25,13,31,25,10,8,7,17,23,65,6,28,18,21,14,26,13,19,4,2,18
2013,137,San Diego St,1361,70,Oklahoma,1328,55,0,24,56,6,15,16,17,11,29,15,11,5,3,11,23,58,5,21,4,8,8,21,10,9,6,2,20
2013,137,Temple,1396,76,NC State,1301,72,0,24,50,7,18,21,33,4,20,13,5,5,4,15,29,52,4,13,10,16,7,27,14,13,3,2,24
2013,138,Arizona,1112,74,Harvard,1217,51,0,27,49,9,15,11,16,3,36,13,12,4,2,20,16,58,5,18,14,19,11,22,12,8,7,1,14
2013,138,Louisville,1257,82,Colorado St,1161,56,0,31,55,5,9,15,18,10,19,14,9,11,2,24,19,40,5,12,13,21,7,17,4,20,0,4,19
2013,138,Marquette,1266,74,Butler,1139,72,0,23,54,5,12,23,27,14,21,9,15,9,4,17,24,56,11,24,13,19,12,21,13,15,7,8,20
